Node: 0 Time: 0s Ipv4ListRouting table
  Priority: 0 Protocol: ns3::Ipv4StaticRouting
Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
10.0.22.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.23.2       10.0.4.1        255.255.255.255 UH    -      -      -   1
10.0.23.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.24.2       10.0.4.1        255.255.255.255 UH    -      -      -   1
10.0.24.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.25.2       10.0.4.1        255.255.255.255 UH    -      -      -   1
10.0.25.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.26.2       10.0.4.1        255.255.255.255 UH    -      -      -   1
10.0.26.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.27.2       10.0.4.1        255.255.255.255 UH    -      -      -   1
10.0.27.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.28.2       10.0.4.1        255.255.255.255 UH    -      -      -   1
10.0.28.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.29.2       10.0.4.1        255.255.255.255 UH    -      -      -   1
10.0.29.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.30.2       10.0.4.1        255.255.255.255 UH    -      -      -   1
10.0.30.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.31.2       10.0.4.1        255.255.255.255 UH    -      -      -   1
10.0.31.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.32.2       10.0.4.1        255.255.255.255 UH    -      -      -   1
10.0.32.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.33.2       10.0.4.1        255.255.255.255 UH    -      -      -   1
10.0.33.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.34.2       10.0.4.1        255.255.255.255 UH    -      -      -   1
10.0.34.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.35.2       10.0.4.1        255.255.255.255 UH    -      -      -   1
10.0.35.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.12.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.12.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.13.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.13.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.14.1       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.14.1       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.96.1       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.96.1       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.97.1       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.97.1       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.98.1       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.98.1       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.99.1       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.99.1       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.100.1      10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.100.1      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.101.1      10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.101.1      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.102.1      10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.102.1      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.103.1      10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.103.1      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.104.1      10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.104.1      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.105.1      10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.105.1      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.76.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.76.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.77.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.77.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.78.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.78.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.79.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.79.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.80.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.80.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.81.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.81.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.82.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.82.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.83.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.83.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.84.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.84.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.85.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.85.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.14.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.15.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.106.1      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.107.1      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.108.1      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.109.1      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.110.1      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.111.1      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.112.1      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.113.1      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.114.1      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.115.1      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.86.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.87.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.88.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.89.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.90.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.91.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.92.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.93.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.94.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.95.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.96.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.96.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.97.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.97.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.98.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.98.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.99.2       10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.99.2       10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.100.2      10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.100.2      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.101.2      10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.101.2      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.102.2      10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.102.2      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.103.2      10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.103.2      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.104.2      10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.104.2      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.105.2      10.0.6.2        255.255.255.255 UH    -      -      -   2
10.0.105.2      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.106.2      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.107.2      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.108.2      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.109.2      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.110.2      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.111.2      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.112.2      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.113.2      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.114.2      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.115.2      10.0.8.1        255.255.255.255 UH    -      -      -   3
10.0.1.0        10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.3.0        10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.4.0        10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.36.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.37.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.38.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.39.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.40.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.41.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.42.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.43.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.44.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.45.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
10.0.0.0        10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.0.0        10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.1.0        10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.1.0        10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.2.0        10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.2.0        10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.16.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.16.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.17.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.17.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.18.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.18.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.19.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.19.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.20.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.20.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.21.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.21.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.22.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.22.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.23.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.23.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.24.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.24.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.25.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.25.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.16.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.16.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.17.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.17.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.18.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.18.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.19.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.19.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.20.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.20.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.21.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.21.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.22.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.22.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.23.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.23.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.24.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.24.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.25.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.25.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.0.0        10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.0.0        10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.3.0        10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.3.0        10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.5.0        10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.5.0        10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.26.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.26.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.27.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.27.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.28.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.28.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.29.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.29.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.30.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.30.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.31.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.31.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.32.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.32.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.33.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.33.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.34.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.34.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.35.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.35.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
10.0.26.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.26.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
10.0.27.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.27.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
10.0.28.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.28.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
10.0.29.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.29.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
10.0.30.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.30.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
10.0.31.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.31.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
10.0.32.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.32.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
10.0.33.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.33.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
10.0.34.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.34.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
10.0.35.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
10.0.35.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
10.0.36.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
10.0.37.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
10.0.38.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
10.0.39.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
10.0.40.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
10.0.41.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
10.0.42.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
10.0.43.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
10.0.44.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
10.0.45.0       10.0.4.1        255.255.255.0   UG    -      -      -   1
127.0.0.0       10.0.4.1        255.0.0.0       UG    -      -      -   1
10.0.5.0        10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.6.0        10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.7.0        10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.9.0        10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.66.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.67.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.68.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.69.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.70.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.71.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.72.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.73.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.74.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.75.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
10.0.9.0        10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.9.0        10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.10.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.10.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.13.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.13.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.76.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.76.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.77.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.77.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.78.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.78.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.79.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.79.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.80.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.80.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.81.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.81.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.82.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.82.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.83.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.83.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.84.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.84.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.85.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.85.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.12.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.12.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.13.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.13.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.14.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.14.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.96.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.96.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.97.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.97.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.98.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.98.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.99.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.99.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.100.0      10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.100.0      10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.101.0      10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.101.0      10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.102.0      10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.102.0      10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.103.0      10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.103.0      10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.104.0      10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.104.0      10.0.8.1        255.255.255.0   UG    -      -      -   3
10.0.105.0      10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.105.0      10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.96.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.96.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.97.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.97.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.98.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.98.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.99.0       10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.99.0       10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.100.0      10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.100.0      10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.101.0      10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.101.0      10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.102.0      10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.102.0      10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
127.0.0.0       10.0.8.1        255.0.0.0       UG    -      -      -   3
10.0.103.0      10.0.6.2        255.255.255.0   UG    -      -      -   2
10.0.103.0      10.0.8.1        255.255.255.0   UG    -      -      -   3
127.0.0.0       10.0.6.2        255.0.0.0       UG    -      -      -   2
